Text,Label
aiza khan tm itni khubsurat ho k main bas kia batawo,Positive
yr apni jga achay ho phr ap nay or temor nay bht sth kam kia h or mashallah apki jori bht pyari lekin ic trha urwa farhan saeed k cpl ko flop kehna glt h unki jori bhi mashallah bht pyari h abhi to uno nay sirf udari may sth kam kia h inshallah jesay jesay kam karengy hit ho hi jayengy,Positive
drama too inn ka aik hi acha hay pyare afzal,Positive
aiza g ap apni pics upload mt kiya karo nakuch_kuch_hota_hai,Negative
allah pak nazer e bd sy bechye or humesha bohat tarkian dy ameeen,Positive
allah apko hamisha tarqi ata farmaye,Positive
bht pyraa ha baby,Positive
mashallah allak pak alaya ko dhar sari khushiyan da nd lambi zindagi da ameen,Positive
mashallah allah buri nazer sy bchayn,Positive
hi ap ka pic bat bat acha hui,Positive
app b achi app ka dil b acha aur alaya ki kai baat hai,Positive
mashallah allah nazar e bad se bachae,Positive
hello my dear kia yeh such me ap ki ide hai ki nahi,Positive
mere bi beti belkul alaya jasi hai,Positive
mashallah ap bhi bohat bohat bohat khobsoratcutesweetlovelyetc ho,Positive
ap buuuht pyri hai sanam,Positive
beutiful ye apka hai,Positive
maa sadko,Positive
khubsoorat bsby,Positive
nice sis mujy baby waghyra bhot pasand hy nyc nd super duper,Positive
katni payri hai sanam app ki nani pari so quite,Positive
mashallah allah lambi or khushian bari zindagi ata kry,Positive
mashalla dono barbi doll lag rahy ha,Positive
sanme jaan ap ka pic bat acha hai im dil,Positive
mashallah puri qassam b me milri hain alaya,Positive
pic bat acha hi im dil,Positive
hi snam jaan ap ka pic bat bat acha hi im dil,Positive
allah lambi umar de ameen,Positive
sooooooooonice muhje ap boooooooooooohat piyary lagti ho sanam love you,Positive
ap khose raho amane,Positive
bat bat pic acha hi im dil hi jaan kici hi,Positive
lfz possibl or mri soch milty julty hn,Positive
toro salo toro,Negative
he bewaqof,Negative
waalaikum aslaam theek,Positive
ye hai maa ki mamta,Positive
koe nae asfhu tmhari behen tmhara dard samjhte hai,Positive
merii adhi eid hogaii,Positive
ji yeh ek achi insan he gareebu ki hamderdi rekhti he aur seb logu se pyar kerti he,Positive
oye insan ban,Negative
a pic hi good jani,Positive
eid rd day mubarak ho queen g,Positive
oh my god kitnaa beauty ho yr killer eyes,Positive
very sad for me aap k new eid concert nh aae aur new filmy songs b nh to mujhe bht bht dukh hoa but why gul,Negative
shayateen a gae maidaan may,Negative
chal bhyee shakal deikho apni nazer laggye ammii,Negative
achi bat hy,Positive
to mere e khyaal ka maan rakh chal shabash,Positive
to tum time nikal k marja fizool larki,Negative
darzi ny mra btaya hua style nhe bnaya,Negative
tu aa karachi tje btata hun,Negative
date marly free m,Negative
nhi nhi nhi astaghfirullah tobah karo,Negative
you have to nh tw phr masla hojaiga,Negative
yaar seriously masla hojayega,Negative
han pr usy apnii pics ki fikrr rhy gi k phly mere lo,Negative
serious masla hojayega xd,Negative
kinda marungi mai tumhe,Negative
maslay hujaigay,Negative
seriously bohat maslaa hojaegaa,Negative
theek h phir meri traf sy haan smjhiye,Positive
jung hojaegi jung,Negative
serious issye hy yeh,Negative
its okay dukhi insaan,Negative
masha allah ramzan me to or b norani chera dekh rha hai,Positive
wowwwwwwwwwwwwwwwwww mashallah ramzan me bhot noor aya h,Positive
sach kaha ap nay agree,Positive
bhai khobsorti ki tareef krni chahyae,Positive
ji bht pyari lag rh hain yh,Positive
ma sha allah bhot khubsurat hain ap,Positive
miss shahaaj waqaai shah lag rhe hain aap,Positive
itni khobsorti,Positive
terrific huma jaan lay g kea ab,Positive
yeh log b ak month ka muslman,Negative
shkar h apny b dopta lya sir per,Negative
ya look theek ha,Positive
abi chass ai ha,Negative
maa shallah subhan allah bhot khub,Positive
miss shahabsa say kuch haseen ni,Positive
mashaallah very nicebut hifzia chachudary nahi he to acha nahi lag rha,Positive
sub ke sub ameer in me koi hgareeb nahi,Positive
hifza chaudhary nhi ha acha nhi lag raha,Negative
super se uper,Positive
miss shahaap k saath maasi kon hai,Negative
masha allah bhut khobsorat lagrhi ho allah apko hamish khush rakhi,Positive
mashallah nazar na lage,Positive
bhot khubsurat lag rahi hain subhan allah,Positive
out class desent bht din bad aaye hy ap,Positive
out class desent bht din bad aaye hy ap,Positive
huma aap khubsuret hain lke u,Positive
wowwwwwwwwwwwwwwwwww mashallah bhot pyari lg rhi he sub,Positive
ap k program bht acha he me roz dke ta ho ap aj apne program me mera name to leo km se km my favorit,Positive
ap k na dko to nend nhi ate atna fan ho ap k,Positive
ap bht ache ho,Positive
me ap k atan fan ho k kia batao,Positive
ap bht piyaire ho,Positive
mashallah mhbt h apni husbnd se apki,Positive
ye ap k husband hen,Positive
ap bht khbsoorat ho,Positive
langoor k moun mein angoor,Negative
mashallah bhot pyari lg rhi he huma,Positive
miss shah ap to absa ki copy lg rhe ho,Positive
sir ji ap se koi muqabla nahi kar sakta ap best hain,Positive
mashallah itni din ki bad post de h,Positive
super nazar na lage,Positive
ap muja achi lag te ha,Positive
ap b kisy ko achi lag te ha,Positive
allah pak apko mazeed kamyabiyaan ataa frmaey,Positive
bohat khoob surat huma,Positive
masha allah huma huma ap pyare,Positive
ap bht khbsoorat lg rhe ho,Positive
ap to mere favorit ho,Positive
ap bht piyaire ho,Positive
mashaallah jawan lug rahi ho,Positive
allah nazre bad se bachaye masha allah,Positive
masha allah huma huma ap pyare,Positive
ab to sajna sawrna chor do ab to ham ko milna ke umed be nahe,Negative
hum teri ankhain kitni sonee hainn,Positive
masha allah buht alla huma huma ap pyare,Positive
toba kro,Negative
miss shah tiddda lag rhe hain aaap,Negative
humma khuda k my is ibrar kuty k sath my ago ya knjr hy,Negative
bhudha mil gya,Negative
aj show me ana plz me ap ko waha dekhunga,Positive
aryyyyy wha dolll lg rhi h such me,Positive
chhaa gyi hain,Positive
bismelah geo abad raho,Positive
kitny khubsorat ho,Positive
kahan hai anum jaung shop,Negative
nice he ap sister allha ap dono ma bate ko salamat rakhay amen kush rahe masha allha,Positive
bohoot accha hai pics app do no hamisha khos raho,Positive
mash allah pyar kapil,Positive
nycplz alaya ki pooniyan na kiya kre,Negative
masha allha allha salamat rakhay,Positive
so atni kubsorat ho sab ko achi pagti ho,Positive
ap ki beti to mashallah ankhy ap ki bet i ki buhat pyari hai,Positive
allha pak ap ko aur apki batey ko kush rakhay amen salamat rahe,Positive
allah ap dono khush raky,Positive
masha allah cute nice both mola salamt or khosh o aabad rakhy,Positive
aisy he sada hasti muskorati rahen ap dono sweet princess,Positive
beta ub mera ms mere gale par chuka hy phle wo pura karun g,Negative
pak fauj ko salam,Positive
yaaaar akheeer kr gea lrkaand cinematography and video production lush,Positive
doorian sab mita du bhaie,Positive
honestly bht fine heez bnayi hai level,Positive
sir ap to hain hi favourite khush rahain hamesha,Positive
khubsoorat tareen,Positive
sir guitar solo bahot aala,Positive
chaa gai paa g zabrdst,Positive
bas bachiyon ka supplier badal lain apna ab,Negative
kamal ho gai sami bhai,Positive
sami bht ala yar,Positive
bohet hi alla bhai,Positive
wah yar kaha se nikala,Positive
ish song ka intezaar kafi waqt se karraha tha sir,Positive
allah aur taraki de,Positive
kabi multan ko b shrf bakshain bhai,Positive
kya baat h hamary sami bhaya ki,Positive
bht peyari lag ri hu g,Positive
sanam baji nice picture ha ap ki nice he ap api,Positive
uf kiya styil a but kubsoorat,Positive
app b chand raat ko puhddi marwati ha kia,Negative
o y hoy itni dil ksh pic,Positive
teno hi achi hai,Positive
koi b nai fazol hin sab,Negative
beshak kyun ni meri piyari sis,Positive
q nahi jan,Positive
hamesha muskrati rahen ameen,Positive
masha allha ma batey ko allha salamat rakhay ameen,Positive
mashallah bht payari hai,Positive
allah apki jori ko salamat rakhe,Positive
allah tala ap dono ko khush rkheamin,Positive
thanks api ap bohat bohat achi ho asy hi show karti rahy harzo sal allah lambi umr dy apko,Positive
ap us waqt itni cute thi,Positive
bus tumari kia he bat ha,Positive
hamesha muskrati rahen ameen,Positive
kya zarorat thi maikup krna ki agr ainay pe bi shuk krna tha,Negative
orty chand raat ko puhddi kq marwati ha batye zara,Negative
mashallah kehte hain d,Positive
wese tum kn hote ho sekhane wale,Negative
koi teacher vecher ni ho tum mere,Negative
uff glti ho gai comnt kr k,Negative
ab mt krna,Negative
nhi ho rha adjust,Negative
smjh nhi aa rhi,Positive
bilkuuullboht buri bat haiii aisa nii krna chahiyeh,Negative
tum bol daiti hai tumhara leya kabhi nahi busy,Positive
tm mjhse pyaar nh krtiii,Positive
teri timingg galat hotii saali,Negative
smj nahi aya apni tareefe kr rha ta ya apni sfai pesh kr rha ta,Negative
tujh se eidi mang ra tha laaa joo harap ki woo de doo,Negative
ahahahahhahaha kha p k dakaaar b maaar li beta mne,Negative
eid mobarik g sar pe dopta dal do gona he,Negative
apko b bht bht mubrik hoa sister,Positive
bachpan ki mohobat,Positive
yaar bc asli wala live asli wali feels hai tbh,Negative
ye live level ha,Positive
ek node b ek cheez b idhr udhr nhe ja rhe,Positive
bro awn kar iska scene,Positive
kahan chale gaye thay itne saloon yr paki music sunna he chordia tha sare bands ek sath aye or ek sath he ghyb hogaye thay,Negative
ala hogaya bhai,Positive
aap sy jhot nhi bolunga,Positive
hmm soch raha hon k kya naam hoga ab ke bar album ka new world order,Positive
bilkul hat keykamal,Positive
artistic lgra ha btw,Positive
zabardast ha,Positive
call band ka music hollywood sa kum nahi ha,Positive
call band ka song peshawar zalmi wala hollywood level ka ha,Negative
aby sasta h yer muja kehta d ko bulata america s,Negative
pakisran ma rehny wala har ak insan sirf or sirf pakistani ha koe panjabe pathan sendhe mahjier nahe or jo log pakistaneyon ko batt ty han wo pakistaneyon k mafad ma nahi samjy babo,Positive
hahahahaaby sare k sare mental patients lag rhy hen,Negative
tarse parhe hain log,Negative
is saja say phadda hua tha dekh lo and bakion ko dikha bhe do kay kaisay kaam kharab kya ja raha hay dusri taraf say,Negative
yaar papers mein kion concert hotay hain l o s s,Negative
apne taste ka music mila saloon baad,Positive
baygeerut nawaz sharif media zardari ko aasman pay laay gaay zardari nay kiya karnama surunjaam diya,Negative
allah karien ye apc kamyaab ho jaye,Positive
sheetan aur munafuq loog jo aamun nahi chhahtay wo munfaaqat deekha rahey hai,Negative
afghanstan boder ko seel karna chhahey wahan say teriorst aatay jaatay hai aur ain ko wahan say suport be miltey,Negative
media ko sharum aaney chhahey mumnoon hussain becharey ko covarage nahi de,Negative
jis ne sood lia aur dia wo allah k sath jang kary ga,Negative
kia pakistani awam allah k sath jang karny jaa rahy hen,Negative
salaam g aap ka show bohot acha hae,Positive
ary wale zardari ko dekha rahe hai chutye k bache,Negative
ap logo ne jo jali note chapny wala program bnaya he us ki waja se aik ghareeb bab ka beta police ki hirasat me he,Negative
jali note chapna jis per eid mubarak likha ho wo koe jurm nhi he pr ap ne apny programe me editing kr k is tarhan pesh kiya jesy k wo press wala jali corrency chapta ho,Negative
sharam ani chaheye ap ko zara c shouhrat k leye ap ne kisi ghreeb ko phansaya,Negative
allah pak ap sab ko ghrak kary ameen,Negative
septembr men khorak ki qillat ko dour karne k lye tons chawal bhejne wale mulk ka nama thaburma,Positive
mgr aj burma men musalmano ka qatleaam masajid band krdi gayintarawih o quran parhne or sunne pr pabandi musalmano ko qatal krdia gya,Negative
government khamoshunited nation khamoshaalami bradari khamoshoic khamosh musalman naqalmakani krne pr majburab tak muslim families ko zinda jalaya ja chuka hy,Negative
yahudiat k zer e saya palne wali media khamoshtext msgs khamoshq is k khilaf ahtjaj me koi message nahi phelaya ja raha,Negative
mashahllah adil ki bohat bari yad aa rahi hai,Positive
kia soch rahy hain ap bikul apny baba ki tarha hain ap,Positive
nice baby apny baba ki tarah,Positive
jhoot he agar ye baat sach he to hadees ka hawala do warna admin tum jahannum k mustahiq ho,Negative
hadees sharif padhne se sach nahin ho jati hadees ki kitab ka hawala dena chahiue or wese bhi hadees kisi mustabiq kitab se honi chahiye,Positive
ap ko bhi eid mubarak,Positive
apko bhi eid mubarak,Positive
apko b bahot bahot mubarak,Positive
khair mubarak armeen hamara eid kal tha,Positive
means ap k rozay buht acahy guzar rahy ha,Positive
es ma happy ka kiya han june ke waja sa jan na nekal pare kahi,Negative
a ho g zrra bgair ac or foreign country main na rho phir likhna hyy hyy june,Negative
june ne tu karachi ko bhi hilla diyatu ap kay kiya kase happy hai hahahahahaha,Negative
yar chup rya nae janda ki kra,Negative
ini zyda tareef naw kar msg nae a jana,Negative
undi khiar aa,Positive
jan tery dil main,Positive
june ka meheena with ac pakistan ma guzarao pir pata lagy,Negative
maar dalogi kia,Negative
allah sb muskilaateh asaana karay,Positive
roze ka ehtram krna chaye public m tarif krwae tw dhnki krwae,Negative
haseen dost abtuo raat bhi achi khasi ho chali hay,Positive
plz muj sa bat karo armeen khan pr plz ho saky to muj sa bat karna plz m ap ka bot bara fan hu plz bat karna plz plz khuda kaliy bat karo,Negative
ya mara number ha plz bat karo plz,Negative
tere munh mein apna hont dal don veqry naic,Negative
ager oh bat nahi karna chahti toh yar kissi ke piche itna bi mat bago ke osse ye lage ke main bi koi cheez hoon,Negative
tumsey milney k karta tha bahaney kitneyab guzaarunga tere begair jamaney kitney,Negative
may b bhoot badi fan hon in ki i love wb and fm,Positive
ghar bethe excited price kese jette h apko pta h kia,Positive
allah pak apko lambi umar ata farmai,Positive
allah apki tamam duain qabool frmaye or apko hamesha khush rakhay ameen,Positive
allah pak ap ko lambi umer dy ameen,Positive
allah waseem bhai ki har dua kabool kary ameen,Positive
gamdi kuta yahoodi harami jaali masjid e zaraar ka suar quran o hadees ko badalnai waala harami thook do essko,Negative
saalgira mubarak dunya tv,Positive
main nai jaanu se abhi poocha hai ke jaan ji dunya tv ko saalgira mubarak likh rahi hun aap ko koi payghaam dena hai to keh raha hai ke meri taraf se durr fittay muun te lakh di laanat likh do,Negative
main nai kaha jaaaaanu kiun to bola ke oo main nai tumhari mubarakbaad pe kiun kaha tha ab ess kiun ki wajah se ye bhi chupp chaap likho ke twaaday siran wich sattan chulayan di sawaa p,Negative
naya pakistsn enjoychalain aap hum milkar pakistan ko shaytaano se bchaain,Positive
ab behtar hai kuch aur na he poochun warna wo tabrlay na to likhay ja saktay hain na sunaaey jo jaanu kharaab mood main farmata hai waysay aaj to rabia nai bhi report card waali nai bhi hari jhandi dikhaai thii par lagta hai ke daadi maan nai jaanu ko aaj kutt ke jaadu ki japhi nai daali,Negative
aur ab pakistan ke gardaar yani pak media ke yahoodi aur west ki haddi khaanai waalay kutay,Negative
inshala sir hm aen gy,Positive
aj kal hmri govt esi ha k inki wja sy educated log byrozgar bethy hain,Negative
lanti banch khabes or hrami,Negative
ya lanti jinho na fasla kia ha in bgrto ka pata karo ya musalman b hin ya ni,Negative
ye musalman h ya yhudi,Negative
like kr dia hy aur kaisy awaz uthain ye post like share kr j awaz uthany k tareky k ilawa b koi awaz uthany ka tareka ijad kr lain,Negative
or shadiyan krna bs tumhain or tumhare leader ko hi aati hain naaw,Negative
ahsan ashraf najaiz beti bhi tumhare leader hi ki thi hope u remember or kindly mere comment pe aake reply mat kro apne kam se kam rakho,Negative
ya log ni smjhyn gypml n zindabad,Negative
agr ap bhi syasat karny lagy ho to log mayous hojaengy,Negative
yaar koi sharam hoti h koi hyaa hoti h,Negative
bhai baat tharak pan ki hoti to man leta ye na manzoor na manzoor,Negative
yee sach h jitny number kam doctors karty hn astagfirullah,Negative
saray nae karte yar par kuch log lalach aur hawis zada hotay hain jo kam wo karte wo bht sharamnaak hai,Negative
lanat pti walon py,Negative
or vo b itna bonga admi,Negative
mashaallah salamt rho bhai,Positive
iqrar bhai ap ki azmat ko salam,Positive
masha allah allah pak hamisha kush rakhn ameen,Positive
sada muskaraty rhn g,Positive
sir g ap nay rahim yar khan kab anahay plz juldi any or hum ko shrts dny or him her gult kam ko khatm krny ki koshash krny i like you,Positive
me bi app ke sat sare aam me kam krna cahta hu,Positive
sir bilashuba aap jannat ma jaye ga,Positive
allah ap salamt raky,Positive
allah pak hamsha apne rehmat ke sadky khush rekey amen summa amen,Positive
main intehayi pareshan hal insan hun help me sir i need you,Negative
iqrar bhai plzz allah ka wasta h help me me mosibat me hu boht plz,Negative
bhai me student hu plzzz ek boy ne muj py boht zulam kiya h ap plzzz muje rabte ka bta de kese apse rabta kro,Negative
mashallha allah aap ko slamt rky,Positive
bs mri frnd k sath bht bura ho gya hy so inki help chaye thi,Negative
iqrar bhai apki help chaye plzzzzzz help me,Negative
asslam o alikumiqrar bahi jan mujhe help ki zarurt hn plez mai kase ap se rabta karu plz,Negative
masha allah iqrar bhai allah pak apko hmesha salamt rakhy ameen aur apki family ko be ameen,Positive
asslaim o alikumiqrar bhai mujh ap ke madad ke zrort hai please mujh btaye me kese ap se rabta kro please,Positive
ap jis khandan se hen hamen un per ap per fakhar he allah ap ko hifzo aman me rakhey,Positive
mashaallah iqrar bhai allah pak ap ko hamesha khosh rkhy ameen,Positive
mashallah iqrar bhai bht pyary lag rhy hn ap,Positive
mashallah allah salamat rakhy,Positive
iqrar sab lanat he aap jese khao media pe jo apne raiting k liye to show krte ho lekin sham k mazlom bacho k liye ni kr skte,Negative
vgoodfixit walon k sath mil kar bhi kaam kren i think unka bhi aisa hi mission hay,Positive
sareaam walo koi sham ki news nazar kamzoor hogae hay ya such bolnay ki taqet nai rehi,Negative
allah ap ko hamesha khosh rkhy,Positive
g ak kaam hai ap se sir,Positive
assalamualikum iqrar bhai mein aapsy guzarish krna chahti hu k plz aap aesi khwateen k liye bhi kch krein jin ki taleem kam hai ya jinki taleem adhori rehgai,Positive
asalam sir plz hamri awaz uthy koi suny wala nai meri bachi ko katal kr dia gya zyasti kr ky,Negative
inshaf do inshaf do meri bachi ka inshaf ly ky do bhai,Negative
mashallah beautiful allah pak baba ka saya ap par salaamt rakhay,Positive
mashaallah sada geo,Positive
bohot khob g iqraar bahi,Positive
cha gye ho dono,Positive
allah ap ko sari umar khushya naseeb farmay,Positive
ek din esa bhi ayega k hum jamu kashmir ki wadion mai cricket khlengy,Positive
allah pak apko salamat rakhy ameen,Positive
nice iqrar bhai hmsh khush rahyn ameen l,Positive
allah kashmir ko jabiron sy nijat dilay,Positive
iqrar bhai kabi ap kotli azad kashmir me b ana g,Positive
plz mujhy bhi apni team ma shamil kar lay plz ma pay bhi ni lo sirf ap logo k sath rah k kuch acha karna chati ho plzzzzzzzzzz,Positive
him sb apke sath hen s safar m him b inshaallah madam ba madam apke sath ap he nahen had us in san k sath hen jo hamare milk was qom k liye salamti chahty hen dua h allah pak hmen hamare mulk or tamam musalmanu ji hifazat farmaenameen,Positive
sir apse bht umeeden hen sir,Positive
ma apki tim ko salam krta hu bahi g boht acha kam krta ha ap log allah ap sb ko slmt rkha,Positive
absolutely burai kahan nahy hoty har jaga hoty he magr hamaray pakistan ko q bura kaha jata he burai k sath achai q nazr ni aty,Negative
good iqrar tum n bohat achy kam kiy h allah tum k apni hifzo aman m rkkhy ameen,Positive
allah kare zore sukhan or bhi zyada,Positive
yup main in chraghon ko jalata rahon ga excellent g,Positive
allah pak apko apni hezo aman men rakhe,Positive
allah salamat rakhay bhai ko,Positive
bt to achi salah k liye ho rahe h na s m b real page ap send krdin,Positive
allah pak apki madad kray ameen,Positive
allah aap ko kamyab kry,Positive
hamayn sharam aati hai,Negative
asslamalaikumsir mery pas is ghair qanooni tameer ki bohat videos majood hen,Negative
times lanat aisay system per jo insaaf naa kersacay and ye begherat leaders sitting in parlement,Negative
minhas sb zindabadminhas sb hum ap k sth hn ticket ap na hr hall ma lana ha ma kot gujran thub sy ap k haq ma pory team k sth elan krta ho or insha allah kot gujran thub sy win kry gy insha allah,Positive
minhas sab ap k liye hmara khon b hazer hmari jan b hazer ha,Positive
tare as mare ass mushtaq min has,Negative
bagrt safi neh ahya yrh noon league k chmacga ha,Negative
in ko agg lagy ge to pakistan main roshni ho ge,Negative
cal no cahy muja in ka,Negative
tv pr nwaz sharif ki taraf se dosri partion pr bhonkne wale kute mushtaq minhas k mon mein aj nwaz sharif ne huddi dal di aur wo aazad kashmir assembly ka member bn gia,Negative
harami insan kutty k bachy,Negative
mushtaq minhas allah ap ko sada salamat rakhy,Positive
jeohazrousalminasbahi,Positive
lant ho indins per jo xulam kr rahy hain kashmir m,Negative
mashallah allah pak slamat rakha ameen,Positive
mashallah allah pak slamat rakha ameen,Positive
khubsurat andaz qaid e mohtrim,Positive
masllah nice minhas sb hope ap social media pa sulkahi darkot road ka liya notice langa jo tarek chale ha hope ap awam ka masla hal karnga carpeted road ka liya jald ache news danga awam ko kil mtr ka chona abe be majod hashukriaa,Positive
acha hota ap meri call pick ker lete,Positive
mashallah allah pak hmry quaid ko sada slamt rakyameen,Positive
mushtaq minhaas sb agr allah ne aap ko mna bana hi dyia hai wo b tourisum ka tu kindly bagh mall main khuch aysy sitting place bayie jyie jahan visitor aa k baith tu sakain,Positive
sb botay totooo ki bolti band honay lagi ha,Negative
zban ko lagam do wrna asi chotroi ho gi k phustain yaad ayn gi besharm insan,Negative
mashaallah allah g khshyan dey or aysa he khush rakhee ap ko,Positive
ma sha allah allah pak apna karam furmay or sahat yabi ata furmay ameen,Positive
ky howa in ko ya to sat yab he hn mashallah,Positive
mughals aur raja bradari ka mna,Negative
mashallah allah pak slamt raky ameen,Positive
badalta hy rang asmaan kesy kesy,Negative
shujahabad to rawalakot road via makhyaila aatala ka visit karay kal awam ko kia jawab da gain,Negative
kafi motae ho hai ho kuch khial kero,Negative
allah salamat rakhe,Positive
mashaallah fitness ka khiyal rakhen ye na ho agly election mn hiking mushkil ho jaey,Negative
masha alha khuda har lmha kamyabe da apko bhe,Positive
chor leadr or jo chor ka sath dety hain wo kud be boht bary chor hain abi be sharam nhi ati yar apko sharam kro itna be bewkooof na samjo is pakistan or kashmir ki awam ko,Negative
banday da puter ban te aqal nu hath paaramzan hai mere kolo kuj sun na lawi,Negative
nawaz shareef ka paigham hai kya corrupt ko izzat do,Negative
yar ab bus karu nawaz pakistan kay masail hal nehain kar sakta nawaz chor or baigrat hain,Negative
inshallah ab qoom sal k hasab lay gi or nawaz k sath day gi,Negative
itni bizti,Negative
jye quaid e motram hazaron sall,Positive
wah begairti noo phoolan naal tukk rehay hainkehri izzet zameer froashi ker kay,Negative
mushtaq manhoos ki misaal aisi ha jaisay kehtay hain dhobi ka kutta ghar ka nah ghaat ka,Negative
jissay allah izzat de insaan rok ni skta,Positive
mashallah quaid e muhtrum sada slamt rao,Positive
minhas sb agar ap hllali hoapny baap ki olaad ho tonawaz shareef kutty k bachy ko chor do,Negative
mera qahid heera he,Positive
slamat raho quaid,Positive
kya khatab g ledy type ka sahafi la k betha diya,Negative
mashallah bhot khoob sir,Positive
sazay mot doo isko,Negative
kuttay ka bucha,Negative
kafir ha ye,Negative
esko sar e aam petrol phenk k aag laagao,Negative
laanat ho in per aag laga den in jese bhawon per,Negative
begarat ka bacha,Negative
aus kafir ko phinshi do,Negative
kutty lanti kameeny dozkhi ko ebrat ka nishan bna do,Negative
lakh lanat jahanmi,Negative
ais ka sar sare aam kalum kr dou,Negative
beahumar lanat ho,Negative
lanat ho acha hua k pakra gaya,Negative
lanat is par is ko aagash laga dae,Negative
lannat ko ese insan pe,Negative
aalah pak yahin p e hisab leaga aese kese jaezga lanat ho is begrut p,Negative
beshumar lanat is kafir pe latka do isko,Negative
touba touba ya allah,Negative
astagfurallah ya allah reham kara,Negative
astaghferullah yah allah reham farma,Negative
khudaraa allah k ghar ko tw baksh do aye insan,Negative
allah is ko gharaq kary ameeeeeen,Negative
lantiiiii khuda k azab h tum pu kutyyyy,Negative
allah is ko gharaq kary ameeeeeen,Negative
astagfurallah ya allah reham kar,Negative
khuda garat karey in logon ko,Negative
lant ho asi videos banny walon par allah gark kry asy logo ko,Negative
allah maf karay astagf,Negative
allaha pak na apny ghr or quran ki protection ki responsibility khud li hainsha allaha wo sb ko naik kam ki hidayat nd tofeq dain ga ameen,Positive
allah maaf kre allah nee apne ghar ki hifazat ka zima khud lia hai,Positive
lanat ha is begart pa janwar b kahlany k lyke nh ya kmeena,Negative
khuda garat karey in logon ko astagfirullha,Negative
muslim ho e nai skta ye lanti shaks,Negative
lanat teri zaat par kutty,Negative
astrgfriullah muslim ho e nhi skta ye lanti shaks allah ny apny ghar ki hifazat khud lie h,Negative
allah pak nistonabood ferma dein iss laanati aur begairat insaan ko,Negative
is kuty ko jla dena chia ye petrol dal k,Negative
isi petrol ko is admi py chirak k aag lgaa di jaye,Negative
allah ne qyamt tk apny gar ke hifazt krni h us ka wada hor is ko ibraat nak saxa milni chahy dunia mai b,Negative
bastard qyamat aane wali hai,Negative
lanta ho is par,Negative
ye koi kafar haiallah is ko kabhi maaf nahi kare ga,Negative
tabah ho ga inshaaallah,Negative
beshak allah pak na apny ghr ki hifazat ki zima khud liye ha,Positive
ye allah ka gher hyallah khud hefazat farmay ga,Positive
kafar lant hn,Negative
mlahon admi tuba,Negative
is insan ko he jalado to thek gai begherat,Negative
lanat ho is begerat kutta per,Negative
toba meri ya allah,Negative
is kuty koo yahin mardaina chaye tha,Negative
astaghfirullah allah reham kare,Negative
allah hadayat dah,Positive
jo recoding kr rha tha is pehly pta tha is maajry kaye un k aaqaeon ko dikhaegaye mera andaza he,Negative
astaffirullah allah pak lanat kara and ghark kara ameen sum ameen,Negative
allah pak ease logon ko fana ker de ameen,Negative
astaffirullah in jese logo pr allah ka azab kun nai ata,Negative
mahsi pr chrhado isa,Negative
y banda haram m petrol kaisay laikar aaya allah ki lanat ho,Negative
allah pak k gher ko dekh ker jo dily sakun milta hai wo bohet badbakhat hai jo ye lanty herket karta hai,Negative
es insaan ko pori duniya ke smny aag lga deni chahiyelanat h,Negative
iss ky tukray kar denay bantay thy,Negative
allah iss fana kry kuty k bachy ko,Negative
astafirullah allah pak ka azab ho is pr,Negative
lant hai begert py jo aesy kr rha hai,Negative
allah ghark kry aisy logo ko koi suicide krta hy haram men koi fire burn krta hy astaghfar,Negative
is k sir kalam kardiya jaha,Negative
yeh page he bakwass jhothghustak,Negative
allah ka azab nazil ho is par,Negative
lant ho es per allah ki taraf say aur maree taraf say bhi,Negative
lanat ho is par allah is ko gharack karayameen,Negative
yah kiya ho rahy hai mujy to bas rona ha raha kabi koi khud kuishi kar raha hai koi bam la kar gus gy kabi patrol dal raha hai yah sab kiya ho raha hai in sab par bashamr lanat ho lanat ho,Negative
es ptrol esi p dal kr esko aag lga du,Negative
allah hedayat dy agar hedayat naseeb me naho to pir ya allah isko barbad kry,Negative
nhi bachega ye,Negative
allah pak badla la ga zurar wo chup hai bs,Negative
khuda ki lanat ho,Negative
please is tarha ki cheezoon ko share nahi karna chahiya,Negative
lanat beshumar ho is pr,Negative
lant ho es par,Negative
had ho gae h,Negative
lanat ho us koty per,Negative
allah hidaiat de,Positive
is kutay ko patrol chirak kar jala daina chahiya ta k ainda kisi ki jurat na ho,Negative
khuda ka kheaar ho is pe,Negative
lanat is par beshomar,Negative
allah hidayat naseeb farmye ameen,Positive
lant es pr r es ke nasl pr,Negative
lanat in per beshumar,Negative
lanet hai is hiwan par is par allah ka azab nazil ho,Negative
ye nhe ho sakta agar ye sach ho to allah ke lanat ho is per,Negative
kuta insan khuda barbad kare is ko,Negative
allha ka azaab ho esshakhs py astagfirullha,Negative
ye kiya hu raha he kis kafir ki sazzesh he ye,Negative
doskhi lanat ho allah ki is par,Negative
lanat ho is dozakh ky kuty par,Negative
begairat kutta lanti kafir,Negative
allaha apny ghar ke khud ifazat frma sakty hanbessak,Positive
allah is ko or is k taman khandan ko jo is tarha ka kaam karny ka sochtey he tabaha o barbad kardy or iran k shiaon ko bhi ammeen,Negative
allah pak ki laanat es py,Negative
lannat allah pak is k tamam khandan or is ko taba or barbad karay ameen ya rab ul almeen,Negative
allah pak k dushman kamyzb ni ho sktay,Positive
